name,scope,gate,quality_score,challenge_risk,total_score,descriptive_risk,similarity_risk,closest_mark,scope_penalty,itunes_de_count,itunes_de_exact,itunes_ch_count,itunes_ch_exact,itunes_us_count,itunes_us_exact,itunes_exact_countries,itunes_unknown_countries,domain_com_available,domain_com_fallback_available,domain_com_fallback_domain,domain_de_available,domain_ch_available,web_result_count,web_exact_hits,web_near_hits,web_sample_domains,web_source,pypi_exists,npm_exists,social_github_available,social_linkedin_available,social_x_available,social_instagram_available,social_unavailable_count,social_unknown_count,adversarial_risk,adversarial_top_hits,psych_spelling_risk,psych_trust_proxy,trademark_dpma_url,trademark_swissreg_url,trademark_tmview_url,external_penalty,hard_fail,fail_reason,recommendation
lumenvia,global,balanced,98,31,82,0,28,saldeo,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=lumenvia,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=lumenvia,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=lumenvia,16,False,,strong
pendovia,global,balanced,98,31,82,0,28,objego,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=pendovia,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=pendovia,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=pendovia,16,False,,strong
rafikina,global,balanced,98,31,82,0,28,saldio,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=rafikina,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=rafikina,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=rafikina,16,False,,strong
rafikira,global,balanced,98,31,82,0,28,saldio,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=rafikira,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=rafikira,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=rafikira,16,False,,strong
rafikiva,global,balanced,98,31,82,0,28,saldio,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=rafikiva,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=rafikiva,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=rafikiva,16,False,,strong
verafaid,global,balanced,98,31,82,0,28,saldio,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=verafaid,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=verafaid,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=verafaid,16,False,,strong
verakazi,global,balanced,98,31,82,0,28,saldio,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=verakazi,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=verakazi,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=verakazi,16,False,,strong
verasaha,global,balanced,98,31,82,0,28,saldeo,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=verasaha,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=verasaha,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=verasaha,16,False,,strong
verasoma,global,balanced,98,31,82,0,28,objego,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=verasoma,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=verasoma,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=verasoma,16,False,,strong
veratamu,global,balanced,98,31,82,0,28,kostal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=veratamu,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=veratamu,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=veratamu,16,False,,strong
veraumoj,global,balanced,98,31,82,0,28,objego,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=veraumoj,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=veraumoj,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=veraumoj,16,False,,strong
verawazi,global,balanced,98,31,82,0,28,saldio,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=verawazi,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=verawazi,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=verawazi,16,False,,strong
msingina,global,balanced,95,31,79,0,28,kostal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=msingina,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=msingina,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=msingina,16,False,,strong
msingiva,global,balanced,95,31,79,0,28,kostal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=msingiva,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=msingiva,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=msingiva,16,False,,strong
tenantna,global,balanced,95,31,79,0,28,kostal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=tenantna,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=tenantna,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=tenantna,16,False,,strong
tenantta,global,balanced,95,31,79,0,28,kostal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=tenantta,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=tenantta,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=tenantta,16,False,,strong
tenantva,global,balanced,95,31,79,0,28,kostal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=tenantva,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=tenantva,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=tenantva,16,False,,strong
vantacas,global,balanced,95,31,79,0,28,kostal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=vantacas,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=vantacas,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=vantacas,16,False,,strong
vantaten,global,balanced,95,31,79,0,28,kostal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=vantaten,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=vantaten,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=vantaten,16,False,,strong
veranguv,global,balanced,95,31,79,0,28,objego,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=veranguv,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=veranguv,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=veranguv,16,False,,strong
verapend,global,balanced,95,31,79,0,28,saldio,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=verapend,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=verapend,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=verapend,16,False,,strong
nexanuru,global,balanced,98,32,82,0,26,immonet,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nexanuru,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nexanuru,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nexanuru,18,False,,strong
nexavuna,global,balanced,98,32,82,0,26,immonet,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nexavuna,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nexavuna,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nexavuna,18,False,,strong
nexafaid,global,balanced,98,33,81,0,28,saldio,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nexafaid,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nexafaid,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nexafaid,18,False,,consider
nexakazi,global,balanced,98,33,81,0,28,saldio,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nexakazi,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nexakazi,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nexakazi,18,False,,consider
nexasoma,global,balanced,98,33,81,0,28,objego,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nexasoma,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nexasoma,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nexasoma,18,False,,consider
nexaumoj,global,balanced,98,33,81,0,28,objego,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nexaumoj,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nexaumoj,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nexaumoj,18,False,,consider
nexawazi,global,balanced,98,33,81,0,28,saldio,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nexawazi,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nexawazi,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nexawazi,18,False,,consider
rafikiex,global,balanced,98,33,81,0,28,saldeo,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=rafikiex,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=rafikiex,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=rafikiex,18,False,,consider
ledgerex,global,balanced,95,33,78,0,28,objego,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=ledgerex,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=ledgerex,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=ledgerex,18,False,,consider
ledgerly,global,balanced,95,33,78,0,28,objego,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=ledgerly,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=ledgerly,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=ledgerly,18,False,,consider
nexanguv,global,balanced,95,33,78,0,28,objego,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nexanguv,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nexanguv,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nexanguv,18,False,,consider
nexapend,global,balanced,95,33,78,0,28,saldio,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=nexapend,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=nexapend,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=nexapend,18,False,,consider
tenantex,global,balanced,95,33,78,0,28,kostal,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,8,67,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=tenantex,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=tenantex,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=tenantex,18,False,,consider
habitana,global,balanced,98,38,78,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=habitana,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=habitana,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=habitana,16,False,,consider
habitata,global,balanced,98,38,78,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=habitata,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=habitata,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=habitata,16,False,,consider
habitava,global,balanced,98,38,78,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=habitava,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=habitava,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=habitava,16,False,,consider
lumaaman,global,balanced,98,38,78,0,40,immonet,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=lumaaman,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=lumaaman,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=lumaaman,16,False,,consider
lumafaid,global,balanced,98,38,78,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=lumafaid,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=lumafaid,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=lumafaid,16,False,,consider
lumakazi,global,balanced,98,38,78,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=lumakazi,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=lumakazi,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=lumakazi,16,False,,consider
lumanuru,global,balanced,98,38,78,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=lumanuru,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=lumanuru,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=lumanuru,16,False,,consider
lumasaha,global,balanced,98,38,78,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=lumasaha,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=lumasaha,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=lumasaha,16,False,,consider
lumasoma,global,balanced,98,38,78,0,40,scalara,0,-1,False,-1,False,-1,False,,"de,ch,us,gb,fr,it",unknown,no,,unknown,unknown,-1,-1,-1,,,unknown,unknown,unknown,unknown,unknown,unknown,0,4,0,,0,70,https://register.dpma.de/DPMAregister/marke/register/erweitert?queryString=lumasoma,https://www.swissreg.ch/srclient/faces/jsp/trademark/sr300.jsp?language=de&searchText=lumasoma,https://www.tmdn.org/tmview/#/tmsearch?page=1&criteria=lumasoma,16,False,,consider
